route_name,stop_code,arrival_time,is_active,service_days
1 до ЦРБ,VOKZAL2,05:55:00,True,31
1 до ЦРБ,TSRB01C,06:15:00,True,31

1 до ЦРБ,VOKZAL2,06:45:00,True,31
1 до ЦРБ,TSRB01C,07:05:00,True,31

1,VOKZAL2,07:20:00,True,31
1,TSRB01C,07:40:00,True,31
1,VOKZAL1,08:00:00,True,31

1,VOKZAL2,08:15:00,True,31
1,TSRB01C,08:30:00,True,31
1,VOKZAL1,08:50:00,True,31

1,VOKZAL2,10:05:00,True,31
1,TSRB01C,10:30:00,True,31
1,VOKZAL1,10:50:00,True,31

1,VOKZAL2,13:30:00,True,31
1,TSRB01C,13:45:00,True,31
1,VOKZAL1,13:55:00,True,31

1,VOKZAL2,15:40:00,True,31
1,TSRB01C,16:00:00,True,31
1,VOKZAL1,16:20:00,True,31

1 до ЦРБ,VOKZAL2,17:05:00,True,31
1 до ЦРБ,TSRB01C,17:25:00,True,31

1,VOKZAL2,18:00:00,True,31
1,TSRB01C,18:20:00,True,31
1,VOKZAL1,18:40:00,True,31

2,VOKZAL2,05:20:00,True,31
2,TSRB01A,05:40:00,True,31
2,VOKZAL1,06:00:00,True,31

2,VOKZAL2,08:40:00,True,31
2,TSRB01A,09:00:00,True,31
2,VOKZAL1,09:20:00,True,31

2,VOKZAL2,10:50:00,True,31
2,TSRB01A,11:10:00,True,31
2,VOKZAL1,11:30:00,True,31

2,VOKZAL2,14:55:00,True,31
2,TSRB01A,15:15:00,True,31
2,VOKZAL1,15:35:00,True,31


4,VOKZAL2,09:20:00,True,31
4,TSRB01A,09:40:00,True,31
4,VOKZAL1,10:00:00,True,31

4 до ЦРБ,VOKZAL2,11:30:00,True,31
4 до ЦРБ,TSRB01A,11:50:00,True,31

4 от ЦРБ,TSRB01A,13:15:00,True,31
4 от ЦРБ,VOKZAL1,13:35:00,True,31

4,VOKZAL2,14:20:00,True,31
4,TSRB01A,14:35:00,True,31
4,VOKZAL1,14:55:00,True,31

5 от ЦРБ,TSRB01D,07:05:00,True,31
5 от ЦРБ,VOKZAL1,07:25:00,True,31

5,VOKZAL2,16:20:00,True,31
5,TSRB01D,16:40:00,True,31
5,VOKZAL1,17:00:00,True,31

6 от ЦРБ,TSRB01A,09:10:00,True,31
6 от ЦРБ,VOKZAL1,09:30:00,True,31

6,VOKZAL2,09:40:00,True,31
6,TSRB01A,10:00:00,True,31
6,VOKZAL1,10:20:00,True,31

6,VOKZAL2,10:20:00,True,31
6,TSRB01A,10:40:00,True,31
6,VOKZAL1,11:00:00,True,31

6,VOKZAL2,11:00:00,True,31
6,TSRB01A,11:20:00,True,31
6,VOKZAL1,11:40:00,True,31

6 до ЦРБ,VOKZAL2,11:40:00,True,31
6 до ЦРБ,TSRB01A,12:00:00,True,31


3,PEREEZD,05:40:00,True,31
3,TSRB01A,06:00:00,True,31
3,BIBLIOT,06:05:00,True,31
3,VOKZAL1,06:25:00,True,31
3,PEREEZB,06:30:00,True,31

3 до Кооператива,PEREEZD,06:05:00,True,31
3 до Кооператива,TSRB01A,06:25:00,True,31
3 до Кооператива,BIBLIOT,06:30:00,True,31
3 до Кооператива,VOKZAL1,06:40:00,True,31
3 до Кооператива,PEREEZB,06:45:00,True,31
3 до Кооператива,KOOPERA,06:50:00,True,31

3,PEREEZD,06:35:00,True,31
3,TSRB01A,06:55:00,True,31
3,BIBLIOT,07:00:00,True,31
3,VOKZAL1,07:15:00,True,31
3,PEREEZB,07:20:00,True,31

3 через ГИБДД до библиотеки,KOOPERA,06:50:00,True,31
3 через ГИБДД до библиотеки,PEREEZD,07:00:00,True,31
3 через ГИБДД до библиотеки,TSRB01A,07:20:00,True,31
3 через ГИБДД до библиотеки,BIBLIOT,07:25:00,True,31

3 от ЦРБ до СХТ через ул. Cоветскую,PEREEZD,07:23:00,True,31
3 от ЦРБ до СХТ через ул. Cоветскую,TSRB01A,07:40:00,True,31
3 от ЦРБ до СХТ через ул. Cоветскую,BIBLIOT,07:45:00,True,31
3 от ЦРБ до СХТ через ул. Cоветскую,SELHTEH,07:50:00,True,31

3,PEREEZD,07:45:00,True,31
3,TSRB01A,08:05:00,True,31
3,BIBLIOT,08:10:00,True,31
3,VOKZAL1,08:25:00,True,31
3,PEREEZB,08:30:00,True,31

3 до Кооператива,PEREEZD,08:05:00,True,31
3 до Кооператива,TSRB01A,08:25:00,True,31
3 до Кооператива,BIBLIOT,08:30:00,True,31
3 до Кооператива,VOKZAL1,08:40:00,True,31
3 до Кооператива,PEREEZB,08:45:00,True,31
3 до Кооператива,KOOPERA,08:50:00,True,31

3,PEREEZD,08:30:00,True,31
3,TSRB01A,08:50:00,True,31
3,BIBLIOT,08:55:00,True,31
3,VOKZAL1,09:10:00,True,31
3,PEREEZB,09:15:00,True,31

3,PEREEZD,08:55:00,True,31
3,TSRB01A,09:15:00,True,31
3,BIBLIOT,09:20:00,True,31
3,VOKZAL1,09:30:00,True,31
3,PEREEZB,09:35:00,True,31

3,PEREEZD,09:15:00,True,31
3,TSRB01A,09:35:00,True,31
3,BIBLIOT,09:40:00,True,31
3,VOKZAL1,09:55:00,True,31
3,PEREEZB,10:00:00,True,31

3,PEREEZD,09:35:00,True,31
3,TSRB01A,09:55:00,True,31
3,BIBLIOT,10:00:00,True,31
3,VOKZAL1,10:15:00,True,31
3,PEREEZB,10:20:00,True,31

3,PEREEZD,10:00:00,True,31
3,TSRB01A,10:25:00,True,31
3,BIBLIOT,10:30:00,True,31
3,VOKZAL1,10:40:00,True,31
3,PEREEZB,10:45:00,True,31

3 до ЦРБ,PEREEZD,10:20:00,True,31
3 до ЦРБ,TSRB01A,10:40:00,True,31

3,PEREEZD,10:45:00,True,31
3,TSRB01A,11:05:00,True,31
3,BIBLIOT,11:10:00,True,31

3,PEREEZD,11:30:00,True,31
3,TSRB01A,11:50:00,True,31
3,BIBLIOT,11:55:00,True,31

3 до Кооператива,PEREEZD,12:15:00,True,31
3 до Кооператива,TSRB01A,12:35:00,True,31
3 до Кооператива,BIBLIOT,12:40:00,True,31
3 до Кооператива,VOKZAL1,12:50:00,True,31
3 до Кооператива,PEREEZB,12:55:00,True,31
3 до Кооператива,KOOPERA,13:00:00,True,31

3,PEREEZD,13:05:00,True,31
3,TSRB01A,13:20:00,True,31
3,BIBLIOT,13:25:00,True,31
3,VOKZAL1,13:40:00,True,31
3,PEREEZB,13:45:00,True,31

3,PEREEZD,13:50:00,True,31
3,TSRB01A,14:10:00,True,31
3,BIBLIOT,14:15:00,True,31
3,VOKZAL1,14:30:00,True,31
3,PEREEZB,14:35:00,True,31

3,PEREEZD,14:05:00,True,31
3,TSRB01A,14:30:00,True,31
3,BIBLIOT,14:35:00,True,31
3,VOKZAL1,14:50:00,True,31
3,PEREEZB,14:55:00,True,31

3 от ЦРБ,TSRB01A,14:45:00,True,31
3 от ЦРБ,BIBLIOT,14:50:00,True,31
3 от ЦРБ,VOKZAL1,15:05:00,True,31
3 от ЦРБ,PEREEZB,15:10:00,True,31

3,PEREEZD,15:00:00,True,31
3,TSRB01A,15:20:00,True,31
3,BIBLIOT,15:25:00,True,31
3,VOKZAL1,15:40:00,True,31
3,PEREEZB,15:45:00,True,31

3,PEREEZD,15:20:00,True,31
3,TSRB01A,15:40:00,True,31
3,BIBLIOT,15:45:00,True,31
3,VOKZAL1,16:00:00,True,31
3,PEREEZB,16:05:00,True,31

3,PEREEZD,15:45:00,True,31
3,TSRB01A,16:05:00,True,31
3,BIBLIOT,16:10:00,True,31
3,VOKZAL1,16:25:00,True,31
3,PEREEZB,16:30:00,True,31

3 через ГИБДД,PEREEZD,16:05:00,True,31
3 через ГИБДД,TSRB01A,16:25:00,True,31
3 через ГИБДД,BIBLIOT,16:30:00,True,31
3 через ГИБДД,VOKZAL1,16:45:00,True,31
3 через ГИБДД,PEREEZB,16:50:00,True,31

3,PEREEZD,16:30:00,True,31
3,TSRB01A,16:50:00,True,31
3,BIBLIOT,16:55:00,True,31
3,VOKZAL1,17:10:00,True,31
3,PEREEZB,17:15:00,True,31

3,PEREEZD,16:50:00,True,31
3,TSRB01A,17:15:00,True,31
3,BIBLIOT,17:20:00,True,31
3,VOKZAL1,17:35:00,True,31
3,PEREEZB,17:40:00,True,31

3,PEREEZD,17:15:00,True,31
3,TSRB01A,17:35:00,True,31
3,BIBLIOT,17:40:00,True,31
3,VOKZAL1,17:55:00,True,31
3,PEREEZB,18:00:00,True,31

3,PEREEZD,17:40:00,True,31
3,TSRB01A,18:10:00,True,31
3,BIBLIOT,18:15:00,True,31
3,VOKZAL1,18:30:00,True,31
3,PEREEZB,18:35:00,True,31

3 до Кооператива,PEREEZD,18:50:00,True,31
3 до Кооператива,TSRB01A,19:10:00,True,31
3 до Кооператива,BIBLIOT,19:15:00,True,31
3 до Кооператива,VOKZAL1,19:30:00,True,31
3 до Кооператива,PEREEZB,19:35:00,True,31
3 до Кооператива,KOOPERA,19:40:00,True,31

3 до ЦРБ,PEREEZD,19:45:00,True,31
3 до ЦРБ,TSRB01A,20:05:00,True,31

1,VOKZAL2,07:40:00,True,96
1,TSRB01C,08:00:00,True,96
1,VOKZAL1,08:20:00,True,96

1 до ЦРБ,VOKZAL2,10:10:00,True,96
1 до ЦРБ,TSRB01C,10:30:00,True,96


1,VOKZAL2,14:40:00,True,96
1,TSRB01C,15:00:00,True,96
1,VOKZAL1,15:20:00,True,96


1,VOKZAL2,18:00:00,True,96
1,TSRB01C,18:20:00,True,96
1,VOKZAL1,18:40:00,True,96

2,VOKZAL2,07:00:00,True,96
2,TSRB01A,07:20:00,True,96
2,VOKZAL1,07:40:00,True,96

2,VOKZAL2,15:20:00,True,96
2,TSRB01A,15:40:00,True,96
2,VOKZAL1,16:00:00,True,96

4,VOKZAL2,09:15:00,True,96
4,TSRB01A,09:30:00,True,96
4,VOKZAL1,09:50:00,True,96

4,VOKZAL2,10:40:00,True,96
4,TSRB01A,11:00:00,True,96
4,VOKZAL1,11:20:00,True,96

4,VOKZAL2,12:20:00,True,96
4,TSRB01A,12:40:00,True,96
4,VOKZAL1,13:00:00,True,96

6,VOKZAL2,06:20:00,True,96
6,TSRB01A,06:35:00,True,96
6,VOKZAL1,06:55:00,True,96

6,VOKZAL2,08:20:00,True,96
6,TSRB01A,08:40:00,True,96
6,VOKZAL1,09:00:00,True,96

6,VOKZAL2,11:30:00,True,96
6,TSRB01A,11:50:00,True,96
6,VOKZAL1,12:10:00,True,96

6 до ЦРБ,VOKZAL2,13:05:00,True,96
6 до ЦРБ,TSRB01A,13:25:00,True,96

6 до ЦРБ,VOKZAL2,13:15:00,True,96
6 до ЦРБ,TSRB01A,13:35:00,True,96

6,VOKZAL2,16:00:00,True,96
6,TSRB01A,16:20:00,True,96
6,VOKZAL1,16:40:00,True,96

6,VOKZAL2,16:40:00,True,96
6,TSRB01A,17:00:00,True,96
6,VOKZAL1,17:20:00,True,96

6,VOKZAL2,17:20:00,True,96
6,TSRB01A,17:40:00,True,96
6,VOKZAL1,17:20:00,True,96

6 до ЦРБ,VOKZAL2,18:35:00,True,96
6 до ЦРБ,TSRB01A,18:55:00,True,96

3 до ЦРБ,PEREEZD,05:30:00,True,32
3 до ЦРБ,TSRB01A,05:50:00,True,96

3,PEREEZD,06:40:00,True,96
3,TSRB01A,06:55:00,True,96
3,BIBLIOT,07:00:00,True,96
3,VOKZAL1,07:10:00,True,96
3,PEREEZB,07:15:00,True,96

3,PEREEZD,07:15:00,True,96
3,TSRB01A,07:35:00,True,96
3,BIBLIOT,07:40:00,True,96
3,VOKZAL1,07:55:00,True,96
3,PEREEZB,08:00:00,True,96

3,PEREEZD,08:05:00,True,96
3,TSRB01A,08:25:00,True,96
3,BIBLIOT,08:30:00,True,96
3,VOKZAL1,08:45:00,True,96
3,PEREEZB,08:50:00,True,96

3,PEREEZD,08:55:00,True,96
3,TSRB01A,09:15:00,True,96
3,BIBLIOT,09:20:00,True,96
3,VOKZAL1,09:30:00,True,96
3,PEREEZB,09:35:00,True,96

3 от ЦРБ,TSRB01A,09:50:00,True,96
3 от ЦРБ,BIBLIOT,09:55:00,True,96
3 от ЦРБ,VOKZAL1,10:10:00,True,96
3 от ЦРБ,PEREEZB,10:15:00,True,96

3 до ЦРБ,PEREEZD,09:35:00,True,96
3 до ЦРБ,TSRB01A,09:55:00,True,96

3 до ЦРБ,PEREEZD,10:15:00,True,96
3 до ЦРБ,TSRB01A,10:35:00,True,96

3 от ЦРБ,TSRB01A,10:30:00,True,96
3 от ЦРБ,BIBLIOT,10:35:00,True,96
3 от ЦРБ,VOKZAL1,10:50:00,True,96
3 от ЦРБ,PEREEZB,10:55:00,True,96

3 от ЦРБ,TSRB01A,11:35:00,True,96
3 от ЦРБ,BIBLIOT,11:40:00,True,96
3 от ЦРБ,VOKZAL1,11:55:00,True,96
3 от ЦРБ,PEREEZB,12:00:00,True,96

3,PEREEZD,12:05:00,True,96
3,TSRB01A,12:25:00,True,96
3,BIBLIOT,12:30:00,True,96
3,VOKZAL1,12:45:00,True,96
3,PEREEZB,12:50:00,True,96

3 от ЦРБ,TSRB01A,12:55:00,True,96
3 от ЦРБ,BIBLIOT,13:00:00,True,96
3 от ЦРБ,VOKZAL1,13:15:00,True,96
3 от ЦРБ,PEREEZB,13:20:00,True,96

3,PEREEZD,12:55:00,True,96
3,TSRB01A,13:15:00,True,96
3,BIBLIOT,13:20:00,True,96
3,VOKZAL1,13:35:00,True,96
3,PEREEZB,13:40:00,True,96

3,PEREEZD,13:45:00,True,96
3,TSRB01A,14:05:00,True,96
3,BIBLIOT,14:10:00,True,96
3,VOKZAL1,14:25:00,True,96
3,PEREEZB,14:30:00,True,96

3,PEREEZD,14:30:00,True,96
3,TSRB01A,14:50:00,True,96
3,BIBLIOT,14:55:00,True,96
3,VOKZAL1,15:05:00,True,96
3,PEREEZB,15:10:00,True,96

3,PEREEZD,15:10:00,True,96
3,TSRB01A,15:30:00,True,96
3,BIBLIOT,15:35:00,True,96
3,VOKZAL1,15:50:00,True,96
3,PEREEZB,15:55:00,True,96

3,PEREEZD,15:55:00,True,96
3,TSRB01A,16:10:00,True,96
3,BIBLIOT,16:15:00,True,96
3,VOKZAL1,16:25:00,True,96
3,PEREEZB,16:30:00,True,96

3,PEREEZD,16:30:00,True,96
3,TSRB01A,16:45:00,True,96
3,BIBLIOT,16:50:00,True,96
3,VOKZAL1,17:00:00,True,96
3,PEREEZB,17:05:00,True,96

3,PEREEZD,17:05:00,True,96
3,TSRB01A,17:20:00,True,96
3,BIBLIOT,17:25:00,True,96
3,VOKZAL1,17:40:00,True,96
3,PEREEZB,17:45:00,True,96

3,PEREEZD,17:50:00,True,96
3,TSRB01A,18:10:00,True,96
3,BIBLIOT,18:15:00,True,96
3,VOKZAL1,18:30:00,True,96
3,PEREEZB,18:35:00,True,96

3,PEREEZD,18:45:00,True,96
3,TSRB01A,19:00:00,True,96
3,BIBLIOT,19:15:00,True,96
3,VOKZAL1,19:30:00,True,96
3,PEREEZB,19:35:00,True,96

3 до ЦРБ,PEREEZD,19:35:00,True,96
3 до ЦРБ,TSRB01A,19:55:00,True,96
